frame_index,pts_ms,timecode,keypoint,x,y
54,1767,00:00:01.767,knee,833.5205268859863,566.5244507789612
54,1767,00:00:01.767,ankle,1031.7915344238281,792.3204660415649
55,1800,00:00:01.800,ear,722.6750564575195,200.46140313148499
55,1800,00:00:01.800,shoulder,658.612117767334,329.25851583480835
55,1800,00:00:01.800,elbow,783.3662223815918,505.27796745300293
55,1800,00:00:01.800,wrist,888.9597702026367,605.4634308815002
55,1800,00:00:01.800,hand,942.0898818969727,629.8017740249634
55,1800,00:00:01.800,hip,545.9335899353027,647.5494146347046
55,1800,00:00:01.800,knee,840.5188179016113,569.9610686302185
55,1800,00:00:01.800,ankle,1035.9000778198242,792.1508431434631
56,1833,00:00:01.833,ear,721.3387298583984,202.30066895484924
56,1833,00:00:01.833,shoulder,656.770191192627,330.7323360443115
56,1833,00:00:01.833,elbow,780.2407264709473,505.4124104976654
56,1833,00:00:01.833,wrist,893.9216995239258,606.0004949569702
56,1833,00:00:01.833,hand,942.7558135986328,630.8281373977661
56,1833,00:00:01.833,hip,545.4168891906738,645.9091258049011
56,1833,00:00:01.833,knee,841.3447380065918,572.2663950920105
56,1833,00:00:01.833,ankle,1040.7436752319336,790.114209651947
57,1867,00:00:01.867,ear,740.7888221740723,203.60222697257996
57,1867,00:00:01.867,shoulder,682.2308349609375,330.75827836990356
57,1867,00:00:01.867,elbow,800.8125686645508,505.5343973636627
57,1867,00:00:01.867,wrist,915.13916015625,605.3038501739502
57,1867,00:00:01.867,hand,966.9228744506836,631.6647934913635
57,1867,00:00:01.867,hip,558.2271766662598,644.7289752960205
57,1867,00:00:01.867,knee,850.2218627929688,568.4967756271362
57,1867,00:00:01.867,ankle,1042.5822830200195,789.5577049255371
58,1900,00:00:01.900,ear,764.344596862793,205.69402813911438
58,1900,00:00:01.900,shoulder,704.7455406188965,330.91869592666626
58,1900,00:00:01.900,elbow,821.6364097595215,506.6866421699524
58,1900,00:00:01.900,wrist,953.0453109741211,605.0569796562195
58,1900,00:00:01.900,hand,1000.9654998779297,630.6206631660461
58,1900,00:00:01.900,hip,575.9750175476074,645.392918586731
58,1900,00:00:01.900,knee,859.6687889099121,562.3225021362305
58,1900,00:00:01.900,ankle,1042.8437805175781,788.8673686981201
59,1933,00:00:01.933,ear,790.2372550964355,210.9441465139389
59,1933,00:00:01.933,shoulder,731.6290283203125,333.84647727012634
59,1933,00:00:01.933,elbow,852.2611427307129,510.1625919342041
59,1933,00:00:01.933,wrist,992.149772644043,605.3606271743774
59,1933,00:00:01.933,hand,1035.3870391845703,630.2995705604553
59,1933,00:00:01.933,hip,594.4508171081543,645.7427215576172
59,1933,00:00:01.933,knee,873.6809349060059,557.11993932724
59,1933,00:00:01.933,ankle,1043.280143737793,786.8448328971863
60,1967,00:00:01.967,ear,814.9677085876465,212.35163033008575
60,1967,00:00:01.967,shoulder,754.852237701416,335.0324213504791
60,1967,00:00:01.967,elbow,875.4594612121582,510.65012097358704
60,1967,00:00:01.967,wrist,1017.4324035644531,605.2174615859985
60,1967,00:00:01.967,hand,1060.854835510254,629.9314212799072
60,1967,00:00:01.967,hip,614.7455978393555,645.6277513504028
60,1967,00:00:01.967,knee,886.8202972412109,540.531656742096
60,1967,00:00:01.967,ankle,1043.715476989746,785.4628729820251
61,2000,00:00:02.000,ear,815.0482749938965,212.55244195461273
61,2000,00:00:02.000,shoulder,756.0708618164062,336.9008803367615
61,2000,00:00:02.000,elbow,881.3372039794922,517.79536485672
61,2000,00:00:02.000,wrist,1027.1278381347656,608.1309843063354
61,2000,00:00:02.000,hand,1071.4337539672852,629.594042301178
61,2000,00:00:02.000,hip,620.661449432373,646.2844848632812
61,2000,00:00:02.000,knee,888.2926368713379,533.5220468044281
61,2000,00:00:02.000,ankle,1043.723258972168,780.5434226989746
